date,exercise_name,raw_exercise_name,top_weight_kg,top_reps,notes,source_row,import_status
2026-02-28,Trizeps Dips Kabelzug,Trizeps kabel,20,12,Aus vorherigem vollständigem Workout vom 2026-01-30 übernommen; Fehlende Gewicht/Reps aus letztem vollständigem Trizeps Dips Kabelzug-Eintrag vom 2026-02-28 übernommen,copied_from_2026-01-30,filled_from_previous_workout;filled_missing_weight_from_previous_exercise;filled_missing_reps_from_previous_exercise
2026-02-28,Butterfly,butterfly maschine,52,8,Aus vorherigem vollständigem Workout vom 2026-01-30 übernommen; Fehlende Gewicht/Reps aus letztem vollständigem Butterfly-Eintrag vom 2026-01-30 übernommen,copied_from_2026-01-30,filled_from_previous_workout;filled_missing_weight_from_previous_exercise;filled_missing_reps_from_previous_exercise
2026-03-06,Beinbeuger,Beinbeuger,55,12,Fehlende Reps aus letztem vollständigem Beinbeuger-Eintrag vom 2025-12-12 übernommen,772,filled_missing_reps_from_previous_exercise
2026-03-10,Latzug Kabel,Latziehen Kabel,65,10,,776,low_exercise_count
2026-03-10,Brustpresse,Brustpresse,65,12,,777,low_exercise_count
2026-03-10,Seitheben Vorgebeugt,Seitheben vorgebeugt,10,10,,778,low_exercise_count
2026-03-13,Latzug Kabel,Latziehen Kabel,60,10,Aus vorherigem vollständigem Workout vom 2026-03-06 übernommen,copied_from_2026-03-06,filled_from_previous_workout
2026-03-13,Brustpresse,Brudtpresse,55,12,Aus vorherigem vollständigem Workout vom 2026-03-06 übernommen,copied_from_2026-03-06,filled_from_previous_workout
2026-03-13,Trizeps Dips Kabelzug,Triceps kabel,15,15,Aus vorherigem vollständigem Workout vom 2026-03-06 übernommen,copied_from_2026-03-06,filled_from_previous_workout
2026-03-13,Beinbeuger,Beinbeuger,55,12,Aus vorherigem vollständigem Workout vom 2026-03-06 übernommen; Fehlende Reps aus letztem vollständigem Beinbeuger-Eintrag vom 2026-03-06 übernommen,copied_from_2026-03-06,filled_from_previous_workout;filled_missing_reps_from_previous_exercise
2026-03-13,Beinstrecker,Beinstrecker,50,12,Aus vorherigem vollständigem Workout vom 2026-03-06 übernommen,copied_from_2026-03-06,filled_from_previous_workout
2026-03-13,Seitheben Vorgebeugt,Seitheben vorgebeugt,10,10,Aus vorherigem vollständigem Workout vom 2026-03-06 übernommen,copied_from_2026-03-06,filled_from_previous_workout
2026-03-13,Reverse Butterfly,Butterfly Reverse,59,8,Vorhandener Eintrag in unvollständigem Workout; restliche Übungen ergänzt,782,ok;actual_entry_in_incomplete_workout
2026-03-18,Wadenpresse,Wadenpresse,45,12,Fehlende Gewicht/Reps aus letztem vollständigem Wadenpresse-Eintrag vom 2022-07-04 übernommen,792,filled_missing_weight_from_previous_exercise;filled_missing_reps_from_previous_exercise
2026-03-18,Trizeps Dips Kabelzug,Triceps kabel,17.5,15,Fehlende Reps aus letztem vollständigem Trizeps Dips Kabelzug-Eintrag vom 2026-03-13 übernommen,794,filled_missing_reps_from_previous_exercise
2026-05-10,Wadenpresse,Wadenpresse,45,12,Fehlende Gewicht/Reps aus letztem vollständigem Wadenpresse-Eintrag vom 2026-03-18 übernommen,800,filled_missing_weight_from_previous_exercise;filled_missing_reps_from_previous_exercise
2026-05-10,Trizeps Dips Kabelzug,Triceps kabel,17.5,15,Fehlende Reps aus letztem vollständigem Trizeps Dips Kabelzug-Eintrag vom 2026-03-18 übernommen,802,filled_missing_reps_from_previous_exercise
2026-05-10,Latzug Kabel,Latziehen Kabel,70,6,Fehlende Gewicht/Reps aus letztem vollständigem Latzug Kabel-Eintrag vom 2026-05-10 übernommen,805,filled_missing_weight_from_previous_exercise;filled_missing_reps_from_previous_exercise
